대여소 명,201912,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012,202101,202102,202103,202104,202105,202106
1026. 대명초교 입구 교차로,208.0,174.0,201.0,522.0,786.0,868.0,863.0,734.0,419.0,689.0,591.0,399.0,289.0,180.0,226.0,421.0,532.0,641.0,662.0
1027. 프라자 아파트 앞,474.0,404.0,413.0,781.0,1065.0,1376.0,1513.0,1259.0,769.0,1274.0,1224.0,773.0,500.0,380.0,448.0,767.0,1179.0,1276.0,1359.0
1028. 포레스 주상복합 빌딩,581.0,515.0,441.0,724.0,1071.0,1338.0,1606.0,1381.0,872.0,1421.0,1747.0,1202.0,756.0,430.0,685.0,1214.0,1759.0,1563.0,2028.0
1029. 롯데 시네마,1004.0,852.0,788.0,1616.0,2186.0,2457.0,2679.0,2207.0,1324.0,2140.0,2243.0,1536.0,783.0,528.0,860.0,1573.0,2248.0,2115.0,2927.0
103. 망원역 2번출구 앞,906.0,772.0,734.0,1861.0,2636.0,3112.0,3041.0,2517.0,1749.0,2825.0,2689.0,1605.0,769.0,625.0,1086.0,2228.0,3397.0,3444.0,4001.0
1030. 미호 플랜트 앞,551.0,444.0,502.0,1358.0,1602.0,1701.0,1396.0,1184.0,631.0,1048.0,1275.0,606.0,345.0,188.0,305.0,679.0,987.0,991.0,1149.0
1031. 올림픽로 836(아리수로),209.0,173.0,154.0,510.0,779.0,848.0,852.0,712.0,370.0,834.0,693.0,377.0,249.0,167.0,312.0,428.0,660.0,646.0,850.0
1032. 선사고등학교,198.0,176.0,177.0,457.0,491.0,733.0,796.0,792.0,419.0,799.0,704.0,311.0,189.0,119.0,169.0,391.0,774.0,1240.0,910.0
1033. 고덕동 아남아파트,340.0,363.0,327.0,522.0,997.0,1134.0,976.0,802.0,425.0,858.0,771.0,542.0,341.0,170.0,313.0,539.0,906.0,910.0,927.0
1034. 고덕동 래미안 힐스테이트,196.0,145.0,93.0,415.0,622.0,637.0,596.0,460.0,319.0,621.0,461.0,302.0,211.0,122.0,196.0,389.0,541.0,537.0,667.0
1035. 고덕역 4번출구,957.0,952.0,808.0,1678.0,1351.0,154.0,145.0,10.0,50.0,135.0,358.0,193.0,195.0,195.0,343.0,543.0,966.0,1090.0,1393.0
1036. 고덕동 주양쇼핑,353.0,376.0,347.0,762.0,1469.0,2436.0,1922.0,1455.0,820.0,1272.0,1188.0,643.0,425.0,254.0,413.0,639.0,930.0,1101.0,1436.0
1037. 강일리버파크 6단지,55.0,56.0,42.0,179.0,312.0,327.0,259.0,236.0,165.0,320.0,388.0,267.0,195.0,107.0,132.0,248.0,294.0,301.0,393.0
1038. 강일 다솜 어린이 공원,65.0,35.0,65.0,205.0,396.0,444.0,317.0,291.0,171.0,355.0,431.0,249.0,191.0,135.0,133.0,275.0,365.0,329.0,406.0
1039. 고덕초등학교,54.0,43.0,64.0,108.0,240.0,316.0,254.0,181.0,97.0,200.0,186.0,123.0,69.0,45.0,79.0,97.0,188.0,180.0,202.0
104. 합정역 1번출구 앞,1085.0,905.0,915.0,1700.0,2183.0,2116.0,2131.0,1683.0,1147.0,1731.0,1796.0,1207.0,864.0,540.0,719.0,1240.0,1897.0,1514.0,1933.0
1041. 묘곡초등학교,202.0,216.0,218.0,470.0,805.0,1102.0,885.0,765.0,420.0,815.0,696.0,395.0,229.0,162.0,308.0,500.0,791.0,906.0,1055.0
1042. 강일리버파크 2~5단지,159.0,241.0,254.0,527.0,757.0,911.0,841.0,758.0,412.0,767.0,813.0,382.0,287.0,184.0,343.0,570.0,779.0,691.0,833.0
1044. 굽은다리역,1418.0,1186.0,1264.0,2625.0,3734.0,4802.0,5161.0,4590.0,2751.0,4201.0,4468.0,2819.0,1597.0,1030.0,1593.0,2918.0,3849.0,3604.0,4512.0
1047. 건강보험 강동지사kt,672.0,607.0,662.0,1168.0,1822.0,2319.0,2488.0,2027.0,1302.0,1966.0,1984.0,1407.0,889.0,484.0,769.0,1473.0,1920.0,1998.0,2218.0
1048. 동부기업(둔촌동),675.0,595.0,738.0,1343.0,1971.0,2244.0,2551.0,2039.0,1323.0,2091.0,1922.0,1366.0,893.0,446.0,790.0,1290.0,1892.0,1939.0,2309.0
1049. 강일리버파크 10단지,301.0,267.0,301.0,571.0,892.0,1115.0,1109.0,922.0,570.0,986.0,993.0,593.0,344.0,208.0,390.0,616.0,748.0,691.0,831.0
105. 합정역 5번출구 앞,481.0,504.0,445.0,949.0,1322.0,1537.0,1515.0,1260.0,846.0,1529.0,1573.0,1007.0,688.0,484.0,582.0,1070.0,1484.0,1330.0,1441.0
1050. 둔촌역 3번 출입구,1731.0,1459.0,1414.0,2597.0,3944.0,5242.0,5206.0,4643.0,2827.0,4234.0,4600.0,3150.0,1885.0,1285.0,1983.0,3399.0,4427.0,3935.0,4365.0
1051. 양지시장 (용성약국앞) 입구,567.0,566.0,468.0,1028.0,1423.0,1686.0,1810.0,1489.0,834.0,1625.0,1528.0,983.0,625.0,320.0,539.0,1093.0,978.0,,1206.0
1052. 리싸이클시티,140.0,137.0,98.0,123.0,475.0,902.0,479.0,308.0,148.0,336.0,216.0,159.0,98.0,41.0,46.0,80.0,283.0,207.0,176.0
1053. 동명근린공원 진입로 (아리수로),187.0,158.0,168.0,272.0,514.0,479.0,386.0,367.0,232.0,391.0,405.0,271.0,143.0,78.0,80.0,201.0,295.0,324.0,372.0
1054. 말우물 어린이 공원,90.0,77.0,104.0,258.0,362.0,585.0,372.0,292.0,187.0,312.0,315.0,167.0,78.0,49.0,114.0,157.0,278.0,297.0,354.0
1056. 강일리버파크 7~11단지,115.0,106.0,135.0,284.0,427.0,516.0,500.0,481.0,263.0,455.0,543.0,333.0,213.0,155.0,187.0,326.0,465.0,507.0,523.0
1057. 능골근린공원,205.0,169.0,206.0,420.0,677.0,917.0,870.0,810.0,448.0,863.0,687.0,439.0,260.0,152.0,326.0,590.0,909.0,842.0,995.0
1058. 고덕숲 아이파크 1,17.0,,,680.0,1412.0,1773.0,1322.0,1141.0,630.0,1093.0,802.0,520.0,271.0,154.0,328.0,638.0,1103.0,1095.0,865.0
1059. 래미안 강동팰리스(102동),610.0,599.0,671.0,1240.0,1489.0,1968.0,1624.0,1354.0,751.0,1251.0,1044.0,682.0,600.0,294.0,445.0,865.0,1182.0,1209.0,1276.0
106. 합정역 7번출구 앞,1268.0,1109.0,1299.0,4332.0,6237.0,6221.0,5561.0,4958.0,2461.0,5802.0,5203.0,2513.0,1256.0,1031.0,1918.0,3316.0,5034.0,4794.0,4392.0
1060. 천일초교 사거리,353.0,351.0,330.0,630.0,920.0,1005.0,1065.0,846.0,498.0,830.0,740.0,557.0,338.0,222.0,347.0,547.0,821.0,899.0,1122.0
1061. 천호초교 입구 사거리(일주빌딩),432.0,419.0,356.0,672.0,1062.0,1290.0,1304.0,1166.0,678.0,1119.0,1208.0,776.0,511.0,263.0,550.0,912.0,1185.0,1125.0,1423.0
1062. 고덕숲 아이파크 2,165.0,171.0,149.0,243.0,334.0,457.0,522.0,439.0,250.0,378.0,349.0,208.0,164.0,100.0,154.0,235.0,345.0,308.0,295.0
1063.강동롯데캐슬퍼스트 아파트(관리동),,,,2.0,,60.0,519.0,412.0,294.0,621.0,545.0,303.0,221.0,130.0,206.0,378.0,558.0,460.0,551.0
1064.중앙보훈병원역 1번출구,,,,1.0,,38.0,310.0,191.0,118.0,197.0,204.0,137.0,216.0,119.0,130.0,235.0,350.0,333.0,461.0
1065.보훈병원 정문옆(중앙대영약국),,,,1.0,,27.0,260.0,315.0,273.0,419.0,472.0,401.0,377.0,257.0,379.0,382.0,549.0,679.0,751.0
1066.생태공원앞 교차로(조명탑),,,,1.0,,11.0,98.0,79.0,59.0,137.0,136.0,88.0,138.0,97.0,126.0,183.0,310.0,336.0,359.0
1067.한영중고앞사거리,,,,1.0,,59.0,283.0,291.0,190.0,362.0,390.0,196.0,133.0,94.0,198.0,312.0,423.0,472.0,582.0
1068.명일파출소,,,,1.0,25.0,110.0,913.0,730.0,518.0,962.0,875.0,480.0,288.0,138.0,279.0,462.0,733.0,688.0,803.0
1069.강동경희대학교병원 입구,,,,1.0,,30.0,348.0,303.0,155.0,303.0,322.0,211.0,194.0,73.0,143.0,423.0,442.0,385.0,503.0
107. 신한은행 서교동금융센터점 앞,1208.0,1078.0,1059.0,1795.0,2491.0,2955.0,3231.0,2780.0,2105.0,2628.0,2865.0,2006.0,969.0,663.0,937.0,1515.0,1957.0,2014.0,2538.0
1070.(시립)고덕평생학습관,,,,1.0,1.0,3.0,,261.0,229.0,394.0,576.0,363.0,273.0,132.0,238.0,443.0,718.0,618.0,515.0
1071.명일근린공원공동체텃밭,,,,1.0,,,227.0,289.0,121.0,295.0,235.0,160.0,185.0,105.0,121.0,241.0,438.0,412.0,495.0
1072.고덕역 5번출구,,,,,,,,,,,260.0,600.0,347.0,199.0,342.0,634.0,975.0,1077.0,1273.0
1073.SSTS 몰 앞,,,,1.0,3.0,96.0,812.0,820.0,631.0,1017.0,960.0,670.0,411.0,277.0,348.0,605.0,955.0,842.0,822.0
1074.대명초교입구 사거리,,,,1.0,,60.0,785.0,902.0,623.0,1141.0,1075.0,713.0,524.0,343.0,509.0,833.0,1107.0,1162.0,1511.0
1075.천동초교 삼거리,,,,1.0,7.0,79.0,797.0,727.0,568.0,975.0,1156.0,805.0,440.0,253.0,447.0,818.0,1165.0,1154.0,1523.0
1076.전자랜드 길동점,,,,1.0,,123.0,1371.0,1337.0,943.0,1663.0,1685.0,1255.0,756.0,508.0,843.0,1318.0,1821.0,2152.0,2051.0
1077.강동역 1번출구 앞,,,,1.0,,100.0,1216.0,1222.0,968.0,1786.0,1998.0,1431.0,877.0,483.0,792.0,1718.0,2388.0,2224.0,2479.0
1078.둔촌사거리,,,,1.0,2.0,184.0,1557.0,1507.0,877.0,1623.0,1720.0,1169.0,652.0,495.0,777.0,1405.0,2019.0,2158.0,2461.0
1079.강일동입구교차로,,,,1.0,,36.0,364.0,366.0,219.0,506.0,347.0,213.0,187.0,127.0,203.0,316.0,447.0,382.0,432.0
108. 서교동 사거리,1016.0,759.0,744.0,1329.0,1831.0,2017.0,1985.0,1675.0,1237.0,1734.0,2039.0,1330.0,706.0,506.0,863.0,1427.0,1861.0,1712.0,2013.0
1080.엘웨딩,,,,1.0,,35.0,582.0,588.0,375.0,669.0,593.0,536.0,341.0,246.0,359.0,651.0,942.0,923.0,1138.0
1081.트레빌빌딩,,,,1.0,1.0,61.0,512.0,513.0,415.0,680.0,813.0,557.0,334.0,217.0,327.0,605.0,870.0,821.0,999.0
1082.중앙보훈병원역3번출구,,,,,,,1.0,81.0,41.0,54.0,77.0,78.0,69.0,34.0,46.0,130.0,292.0,140.0,376.0
1083.광문고교사거리(아이파크),,,,1.0,1.0,24.0,458.0,297.0,205.0,445.0,438.0,284.0,191.0,103.0,185.0,394.0,540.0,651.0,842.0
1084. 윤선생빌딩(JYP사옥),,,,,,,1379.0,1718.0,1184.0,2420.0,2538.0,1756.0,1098.0,723.0,1057.0,1713.0,2341.0,2244.0,2719.0
1085.래미안 솔베뉴(고덕로),,,,,,,267.0,422.0,334.0,542.0,700.0,446.0,349.0,175.0,288.0,601.0,1013.0,1042.0,900.0
1086.래미안 솔베뉴(구천면로),,,,1.0,,,349.0,469.0,351.0,665.0,765.0,481.0,295.0,142.0,251.0,468.0,740.0,761.0,916.0
1087.레미안 솔베뉴(양재대로),,,,1.0,2.0,70.0,112.0,,,,,,,,,,,,
1088.풍납사거리(강동),,,,1.0,,72.0,882.0,776.0,512.0,891.0,911.0,555.0,369.0,215.0,385.0,870.0,1127.0,1034.0,1414.0
1089.고덕 래미안힐스테이트(201동),,,,1.0,,28.0,251.0,159.0,94.0,181.0,173.0,116.0,72.0,52.0,120.0,234.0,363.0,328.0,316.0
109. 제일빌딩 앞,770.0,686.0,716.0,1584.0,866.0,2351.0,2459.0,2021.0,1362.0,2240.0,2185.0,1336.0,640.0,452.0,698.0,1159.0,1833.0,1734.0,1936.0
1090.상일동역 2번출구 앞,,,,1.0,,183.0,1795.0,1924.0,1305.0,2419.0,2459.0,1512.0,1001.0,631.0,1037.0,1959.0,2743.0,2900.0,3776.0
110. 사천교,588.0,458.0,465.0,792.0,794.0,859.0,1042.0,607.0,503.0,135.0,,,,,,,,,
1101. 개화동상사마을종점 버스정류장,88.0,108.0,106.0,176.0,202.0,256.0,270.0,183.0,167.0,264.0,358.0,231.0,137.0,93.0,135.0,253.0,288.0,323.0,391.0
1102. 방화사거리 마을버스 버스정류장,521.0,525.0,509.0,1009.0,1481.0,2005.0,2204.0,2280.0,1618.0,2319.0,2578.0,1505.0,800.0,503.0,849.0,1761.0,2480.0,2450.0,3270.0
1103. 방화역 4번출구앞,542.0,525.0,556.0,1132.0,1689.0,2267.0,2419.0,2403.0,1533.0,2457.0,2557.0,1567.0,745.0,548.0,780.0,1516.0,1965.0,2213.0,2645.0
1105. 방화근린공원,65.0,67.0,108.0,415.0,619.0,665.0,526.0,506.0,384.0,711.0,675.0,223.0,117.0,134.0,195.0,347.0,498.0,512.0,487.0
1106. 신방화사거리,594.0,543.0,593.0,1254.0,1808.0,2493.0,2683.0,2487.0,1142.0,2276.0,2560.0,1577.0,741.0,484.0,720.0,1550.0,2361.0,2668.0,3337.0
1108. 공항시장역 2번출구 뒤,323.0,272.0,254.0,558.0,877.0,1310.0,1431.0,1247.0,902.0,1332.0,1540.0,968.0,496.0,384.0,550.0,856.0,1096.0,1231.0,1650.0
1109. 공항시장역 4번출구,189.0,206.0,247.0,439.0,622.0,888.0,1025.0,920.0,683.0,988.0,1089.0,598.0,347.0,270.0,316.0,562.0,813.0,856.0,1029.0
111. 상수역 2번출구 앞,541.0,496.0,523.0,1719.0,2557.0,2325.0,2111.0,1522.0,927.0,2275.0,1924.0,933.0,487.0,344.0,710.0,1433.0,2093.0,1952.0,1876.0
1110. 공항중학교앞,331.0,271.0,311.0,533.0,652.0,948.0,1273.0,1064.0,820.0,1300.0,1329.0,904.0,480.0,310.0,331.0,737.0,1247.0,1374.0,1710.0
1111. 마곡엠밸리6_7단지 마곡중학교,501.0,455.0,460.0,803.0,1197.0,1484.0,1606.0,1514.0,1227.0,1670.0,1768.0,1277.0,680.0,383.0,531.0,1065.0,1634.0,1884.0,2498.0
1112. 마곡엠밸리4단지 정문,1854.0,1724.0,1610.0,2674.0,3818.0,4889.0,5362.0,4449.0,3368.0,4513.0,4763.0,3183.0,1646.0,1262.0,1652.0,2722.0,3633.0,3897.0,4980.0
1113. 서남환경공원 버스정류장,703.0,656.0,673.0,1221.0,1758.0,2148.0,2204.0,1992.0,1533.0,2267.0,2304.0,1597.0,857.0,595.0,818.0,114.0,3.0,1364.0,2196.0
1114. 서남물재생센터 버스정류장,79.0,82.0,56.0,132.0,16.0,,,,,,,,,,2.0,,,,
1115. 등촌역 1번출구옆,385.0,439.0,371.0,965.0,1366.0,1708.0,1878.0,1985.0,1321.0,1994.0,2293.0,1256.0,612.0,482.0,761.0,1367.0,2123.0,2165.0,2610.0
1117. 스타벅스앞,1204.0,1096.0,1069.0,1506.0,2505.0,3318.0,3510.0,3486.0,2721.0,3755.0,4614.0,3150.0,1665.0,1154.0,1429.0,2678.0,3337.0,3310.0,4163.0
1118. 증미역 3번출구뒤(등촌두산위브센티움오피스텔),1269.0,1114.0,1148.0,2138.0,3446.0,4157.0,4572.0,4653.0,3475.0,5289.0,5483.0,3302.0,1936.0,1145.0,1525.0,2531.0,3142.0,3357.0,3710.0
1119. 염창동 한마음아파트앞(염창동 빛나는 음악학원앞),705.0,558.0,611.0,1755.0,2655.0,3159.0,3139.0,2966.0,2064.0,3591.0,3432.0,2049.0,1246.0,753.0,982.0,1821.0,2273.0,2065.0,2319.0
112. 극동방송국 앞,624.0,493.0,496.0,1082.0,1667.0,1547.0,1580.0,1195.0,840.0,1477.0,1504.0,992.0,414.0,315.0,483.0,975.0,1336.0,1453.0,1488.0
1120. 대림경동아파트앞,666.0,688.0,779.0,1563.0,2372.0,2878.0,2852.0,2449.0,1763.0,2864.0,2675.0,1671.0,1009.0,648.0,944.0,1838.0,2317.0,2206.0,2608.0
1121. 가양레포츠센터앞,581.0,522.0,542.0,1141.0,1781.0,2129.0,2348.0,2022.0,1266.0,2421.0,2301.0,1383.0,596.0,352.0,663.0,1417.0,1867.0,1683.0,1696.0
1122. 황금내근린공원,162.0,114.0,508.0,2589.0,3978.0,4727.0,4006.0,3922.0,2053.0,5257.0,4056.0,1564.0,859.0,742.0,1272.0,2247.0,3383.0,3444.0,3632.0
1124. 발산역 6번 출구 뒤,,,,,,,,4681.0,3585.0,4720.0,90.0,,616.0,1292.0,1861.0,3706.0,4867.0,5186.0,6209.0
1124. 발산역 6번출구옆(다이소앞),1426.0,1264.0,1221.0,2100.0,3500.0,4431.0,5132.0,,,,,,,,,,,,
1125. 명덕고교입구(영종빌딩),968.0,834.0,827.0,1503.0,2540.0,3009.0,3617.0,3372.0,2524.0,3766.0,4281.0,2850.0,1317.0,948.0,1365.0,2744.0,3823.0,4145.0,5108.0
1126. 우장산역 1번출구옆(우장산아이파크105동앞),687.0,565.0,555.0,878.0,1348.0,1543.0,1977.0,1673.0,1170.0,1867.0,2040.0,1493.0,902.0,456.0,631.0,1271.0,1711.0,2020.0,2336.0
1127. 화곡역(에이스정형외과앞) 버스정류장,595.0,489.0,530.0,1014.0,1508.0,1866.0,2080.0,1875.0,1497.0,2077.0,2438.0,1593.0,789.0,437.0,662.0,1348.0,1799.0,1814.0,2190.0
1128. 화곡역 6번출구,407.0,532.0,491.0,796.0,1332.0,1526.0,1829.0,1679.0,1076.0,1631.0,1917.0,1409.0,791.0,450.0,666.0,1289.0,1684.0,1559.0,1861.0
1129. 화곡역 1번 출구 앞,544.0,379.0,504.0,1016.0,1723.0,2099.0,2390.0,1995.0,1521.0,2294.0,2625.0,1618.0,884.0,478.0,683.0,1521.0,2133.0,1885.0,2157.0
113. 홍대입구역 2번출구 앞,3681.0,2864.0,2676.0,4690.0,6534.0,6818.0,6583.0,3942.0,,,1.0,,,,,,,1603.0,4190.0
1130. 화곡본동시장 버스정류장,172.0,229.0,225.0,360.0,665.0,925.0,996.0,900.0,612.0,1010.0,984.0,660.0,391.0,179.0,235.0,465.0,676.0,617.0,739.0
1131. 꿈돌이공원 앞,755.0,681.0,738.0,1261.0,1924.0,2675.0,2586.0,2595.0,1871.0,2653.0,2745.0,1783.0,1024.0,547.0,800.0,1465.0,2123.0,2176.0,2772.0
1132. 등촌역 7번출구,615.0,510.0,589.0,973.0,1759.0,2248.0,2247.0,2184.0,1556.0,2368.0,2385.0,1621.0,884.0,653.0,903.0,1662.0,2185.0,2193.0,2706.0
1135. 강서구의회,580.0,546.0,567.0,988.0,1017.0,564.0,1886.0,1663.0,1285.0,1941.0,2039.0,1356.0,826.0,524.0,720.0,1433.0,2050.0,2029.0,2416.0
1136. 등촌2파출소,384.0,298.0,299.0,539.0,1139.0,1663.0,1208.0,1104.0,741.0,970.0,1109.0,821.0,518.0,315.0,376.0,722.0,980.0,827.0,1046.0
1137. 등촌2동주민센터,188.0,260.0,170.0,375.0,553.0,592.0,637.0,553.0,398.0,551.0,564.0,385.0,267.0,192.0,240.0,437.0,521.0,501.0,561.0
1139. 용문사 버스정류장,514.0,457.0,476.0,829.0,1286.0,1646.0,1725.0,1668.0,1254.0,1744.0,1648.0,1181.0,749.0,523.0,621.0,1117.0,1490.0,1588.0,1897.0
114. 홍대입구역 8번출구 앞,1465.0,1289.0,1125.0,2188.0,3242.0,3462.0,3212.0,3560.0,3848.0,5471.0,5635.0,3777.0,1860.0,1338.0,1967.0,3496.0,5141.0,3914.0,3394.0
1140. 목동사거리 버스정류장,600.0,559.0,565.0,1081.0,1586.0,1927.0,1926.0,1882.0,1338.0,2061.0,2266.0,1592.0,947.0,677.0,940.0,1532.0,2074.0,2170.0,2388.0
1141. 곰달래 문화복지센터 1-1,510.0,511.0,491.0,971.0,1936.0,2250.0,2150.0,1950.0,1214.0,2192.0,2188.0,1296.0,768.0,484.0,683.0,1180.0,1660.0,1613.0,1700.0
1145. 곰달래 문화복지센터 1-2,423.0,375.0,347.0,619.0,1134.0,1434.0,1296.0,1168.0,771.0,1112.0,1288.0,842.0,442.0,293.0,393.0,673.0,865.0,830.0,997.0
1146. 곰달래사거리,570.0,451.0,432.0,810.0,1313.0,1602.0,1644.0,1602.0,1205.0,1892.0,2086.0,1289.0,821.0,506.0,652.0,1129.0,1533.0,1585.0,1981.0
1148. 볏골공원,332.0,294.0,269.0,647.0,961.0,1197.0,1348.0,1340.0,859.0,1214.0,1321.0,838.0,478.0,325.0,469.0,856.0,1185.0,1186.0,1503.0
1149. 신방화역환승주차장,1462.0,1382.0,1293.0,2213.0,3268.0,4295.0,5013.0,4804.0,3781.0,5548.0,6299.0,4188.0,2042.0,1251.0,1824.0,3303.0,4205.0,4232.0,5494.0
115. 마스타 빌딩 앞,,,,,,,,1009.0,707.0,986.0,893.0,673.0,417.0,327.0,434.0,861.0,1188.0,858.0,1086.0
115. 사루비아 빌딩 앞,912.0,795.0,689.0,1062.0,1376.0,1375.0,1155.0,,,,,,,,,,,,
1150. 송정역 1번출구,971.0,878.0,886.0,1669.0,2561.0,3710.0,4111.0,3713.0,2797.0,4027.0,4465.0,3036.0,1583.0,803.0,922.0,1648.0,2195.0,2221.0,2493.0
1151. 마곡역1번출구,849.0,728.0,650.0,939.0,1223.0,1684.0,1876.0,1182.0,983.0,59.0,0.0,,379.0,479.0,711.0,1646.0,2261.0,2337.0,3058.0
1152. 마곡역교차로,724.0,1016.0,960.0,1362.0,2017.0,2699.0,3762.0,3707.0,2951.0,4286.0,5429.0,4194.0,2400.0,1684.0,2362.0,4377.0,6027.0,6064.0,7648.0
"1153. 발산역 1번, 9번 인근 대여소",2319.0,2152.0,1959.0,3227.0,4794.0,6299.0,7183.0,6166.0,4784.0,6342.0,10418.0,6893.0,3001.0,1740.0,2512.0,4810.0,6189.0,6503.0,7828.0
1155. 기쁜우리복지관,678.0,634.0,627.0,1498.0,2565.0,2965.0,2795.0,2184.0,1402.0,2320.0,2186.0,1383.0,790.0,580.0,788.0,1538.0,2076.0,1946.0,2620.0
