연도,역명,호선,합계_승차인원,합계_하차인원,1월_승차인원,1월_하차인원,2월_승차인원,2월_하차인원,3월_승차인원,3월_하차인원,4월_승차인원,4월_하차인원,5월_승차인원,5월_하차인원,6월_승차인원,6월_하차인원,7월_승차인원,7월_하차인원,8월_승차인원,8월_하차인원,9월_승차인원,9월_하차인원,10월_승차인원,10월_하차인원,11월_승차인원,11월_하차인원,12월_승차인원,12월_하차인원
2019,도림천,2호선,418410,448613,34653.0,37404.0,28878.0,30550.0,38642.0,42110.0,40181.0,44157.0,37752.0,40999.0,34730.0,37146.0,39724.0,42211.0,15340.0,15836.0,34209.0,36367.0,38312.0,40763.0,38573.0,41061.0,37416.0,40009.0
2019,동대문역사문화공원,2호선,6721628,7714465,536984.0,608228.0,480370.0,541725.0,630356.0,716806.0,604187.0,694864.0,655556.0,753180.0,591091.0,683477.0,588860.0,685629.0,272697.0,308147.0,518184.0,596926.0,620199.0,713309.0,599508.0,689315.0,623636.0,722859.0
2019,뚝섬,2호선,6524084,6896457,520822.0,551663.0,433437.0,456232.0,562036.0,592359.0,593005.0,625650.0,632128.0,669356.0,570567.0,603429.0,600776.0,638588.0,250980.0,266586.0,525738.0,560158.0,619181.0,653256.0,615716.0,645937.0,599698.0,633243.0
2019,문래,2호선,6906131,6999095,598721.0,605756.0,491674.0,497029.0,617279.0,625624.0,629172.0,637387.0,631006.0,638945.0,585476.0,593152.0,635736.0,642223.0,254428.0,260926.0,542667.0,550842.0,638057.0,647394.0,638926.0,647626.0,642989.0,652191.0
2019,방배,2호선,6826559,7002767,547578.0,557542.0,451160.0,460291.0,669245.0,685639.0,677893.0,693912.0,668951.0,688667.0,585519.0,600080.0,550871.0,563125.0,223558.0,229652.0,557056.0,574055.0,640883.0,659710.0,639097.0,657754.0,614748.0,632340.0
2019,봉천,2호선,8695636,8014914,736862.0,687059.0,614780.0,571143.0,782325.0,726097.0,788186.0,728131.0,800203.0,737524.0,758882.0,699936.0,792216.0,725571.0,338043.0,312125.0,702658.0,646190.0,792731.0,725249.0,788227.0,721789.0,800523.0,734100.0
2019,사당,2호선,15245463,16722124,1297479.0,1445297.0,1085834.0,1200808.0,1397493.0,1535298.0,1386364.0,1517110.0,1418589.0,1550645.0,1334535.0,1453214.0,1348297.0,1478496.0,574878.0,631286.0,1198507.0,1312910.0,1374079.0,1503341.0,1379592.0,1514357.0,1449816.0,1579362.0
2019,삼성,2호선,20615116,21097171,1776601.0,1810640.0,1442243.0,1473340.0,1801423.0,1841773.0,1840925.0,1888911.0,1919199.0,1973886.0,1716464.0,1771248.0,1994013.0,2050558.0,841467.0,858633.0,1520300.0,1555680.0,1800709.0,1838341.0,1891194.0,1927421.0,2070578.0,2106740.0
2019,상왕십리,2호선,5017471,4778629,426707.0,409566.0,354751.0,339875.0,454127.0,433505.0,456824.0,434747.0,469396.0,443923.0,434007.0,411051.0,455602.0,433299.0,191050.0,181613.0,402585.0,382185.0,454529.0,431922.0,456627.0,436164.0,461266.0,440779.0
2019,서울대입구,2호선,18417639,17788618,1585118.0,1543250.0,1323547.0,1282912.0,1717667.0,1654423.0,1687123.0,1625905.0,1737764.0,1676368.0,1582429.0,1531749.0,1661497.0,1603524.0,718915.0,695493.0,1463381.0,1411098.0,1638722.0,1583008.0,1650975.0,1591448.0,1650501.0,1589440.0
2019,서초,2호선,8089511,8039941,672527.0,677927.0,547680.0,548820.0,724402.0,712914.0,726707.0,720534.0,727476.0,720277.0,689542.0,684778.0,718992.0,717700.0,290777.0,285381.0,684123.0,683475.0,820744.0,831262.0,739977.0,722241.0,746564.0,734632.0
2019,선릉,2호선,18567467,16518350,1678664.0,1476502.0,1312790.0,1151632.0,1650979.0,1457382.0,1706916.0,1512323.0,1712550.0,1519228.0,1573737.0,1401397.0,1743089.0,1567357.0,681880.0,611367.0,1427209.0,1276383.0,1669965.0,1494720.0,1694629.0,1515201.0,1715059.0,1534858.0
2019,성수,2호선,9901038,10745311,849878.0,919051.0,694857.0,749500.0,887466.0,956702.0,919053.0,992866.0,917569.0,1000753.0,843292.0,918869.0,906735.0,987636.0,355380.0,390201.0,774500.0,842548.0,908951.0,988474.0,914675.0,990601.0,928682.0,1008110.0
2019,시청,2호선,8819276,8371903,740323.0,709463.0,601175.0,570122.0,776987.0,737538.0,818434.0,790818.0,810830.0,782923.0,750897.0,715659.0,814775.0,781365.0,348624.0,325161.0,681325.0,637269.0,839407.0,794977.0,810181.0,762686.0,826318.0,763922.0
2019,신답,2호선,570942,623860,48557.0,53661.0,40316.0,44369.0,51795.0,56964.0,52606.0,57635.0,53960.0,58644.0,50080.0,54179.0,51744.0,56345.0,20684.0,22516.0,45794.0,49760.0,51948.0,56735.0,51813.0,56854.0,51645.0,56198.0
2019,신당,2호선,5205585,5392636,442401.0,462583.0,376398.0,391842.0,481903.0,502470.0,476567.0,494452.0,486738.0,503008.0,451034.0,465400.0,461907.0,473482.0,194734.0,201126.0,417261.0,427478.0,472251.0,486411.0,467758.0,484697.0,476633.0,499687.0
2019,신대방,2호선,10046795,9570966,847657.0,808996.0,723279.0,689248.0,907216.0,867671.0,921170.0,883001.0,953513.0,905645.0,877358.0,837393.0,905046.0,854968.0,388364.0,367108.0,809657.0,770694.0,909840.0,868808.0,898512.0,857559.0,905183.0,859875.0
2019,신도림,2호선,20412407,20300645,1763378.0,1735372.0,1481626.0,1465950.0,1872278.0,1862780.0,1847292.0,1833399.0,1909565.0,1903283.0,1764742.0,1760788.0,1801102.0,1782048.0,785232.0,781024.0,1626094.0,1622121.0,1839958.0,1840091.0,1837437.0,1835682.0,1883703.0,1878107.0
2019,신림,2호선,24292554,23613554,2107376.0,2069588.0,1793091.0,1757652.0,2227602.0,2179304.0,2211077.0,2156714.0,2268532.0,2202685.0,2110066.0,2046697.0,2187793.0,2106755.0,952149.0,922164.0,1919102.0,1859123.0,2152372.0,2083229.0,2153046.0,2088321.0,2210348.0,2141322.0
2019,신설동,2호선,1531751,1465986,138885.0,135883.0,120286.0,114682.0,153004.0,143297.0,140912.0,133645.0,143849.0,136530.0,134386.0,128766.0,131920.0,128593.0,57535.0,55223.0,114999.0,109924.0,129065.0,122324.0,132731.0,126813.0,134179.0,130306.0
2019,신정네거리,2호선,3476733,3567559,284697.0,292078.0,245226.0,250242.0,313195.0,320252.0,323232.0,332241.0,333157.0,342469.0,303496.0,311587.0,313177.0,319706.0,131494.0,135996.0,280828.0,289135.0,317868.0,326049.0,313682.0,322834.0,316681.0,324970.0
2019,신천,2호선,8571170,8669379,743913.0,756780.0,624425.0,640437.0,785742.0,793551.0,786248.0,792149.0,823656.0,826040.0,738616.0,746203.0,773174.0,778506.0,333422.0,343544.0,665864.0,674440.0,760013.0,765038.0,755583.0,759460.0,780514.0,793231.0
2019,신촌,2호선,16364842,16733273,1394529.0,1421803.0,1195227.0,1217164.0,1567811.0,1584660.0,1458895.0,1487085.0,1547927.0,1582416.0,1386536.0,1421187.0,1448002.0,1493411.0,635346.0,655742.0,1296512.0,1330722.0,1448053.0,1482408.0,1481632.0,1517602.0,1504372.0,1539073.0
2019,아현,2호선,3770375,3622577,306170.0,294694.0,258228.0,249349.0,348852.0,339595.0,352255.0,340588.0,362841.0,348938.0,328823.0,314091.0,334768.0,316202.0,142269.0,133757.0,306944.0,295707.0,345552.0,331917.0,344460.0,331497.0,339213.0,326242.0
2019,양천구청,2호선,2530785,2629692,205642.0,216096.0,175704.0,182404.0,228347.0,237980.0,236511.0,245409.0,241302.0,250322.0,219329.0,227384.0,223957.0,230158.0,91434.0,95469.0,205967.0,214174.0,234982.0,243623.0,235192.0,244295.0,232418.0,242378.0
2019,역삼,2호선,16147988,17952563,1491989.0,1635157.0,1162120.0,1279170.0,1451246.0,1606901.0,1483971.0,1643388.0,1446433.0,1618711.0,1335739.0,1494816.0,1537916.0,1729318.0,609542.0,673208.0,1242078.0,1386418.0,1442307.0,1611311.0,1458230.0,1622846.0,1486417.0,1651319.0
2019,영등포구청,2호선,7592709,7699688,655136.0,662819.0,538814.0,544097.0,686546.0,697366.0,700006.0,710306.0,703347.0,713196.0,643863.0,654021.0,691235.0,699949.0,279095.0,281605.0,601076.0,608755.0,694773.0,705922.0,700402.0,710488.0,698416.0,711164.0
2019,왕십리,2호선,6911730,5657572,571206.0,479983.0,488135.0,414783.0,653716.0,526681.0,632298.0,505418.0,667835.0,537663.0,599588.0,488551.0,603179.0,504972.0,257720.0,218428.0,554297.0,445805.0,616164.0,497758.0,634640.0,513790.0,632952.0,523740.0
2019,용답,2호선,1007438,1020381,81616.0,81645.0,68003.0,67830.0,95908.0,99537.0,93725.0,97288.0,96791.0,99519.0,87971.0,87858.0,87776.0,84576.0,36543.0,35637.0,84573.0,86131.0,91621.0,93726.0,92121.0,95046.0,90790.0,91588.0
2019,용두,2호선,846349,871276,73230.0,75367.0,60891.0,62450.0,77047.0,78878.0,75689.0,78260.0,77165.0,79289.0,73052.0,75633.0,75771.0,77603.0,32837.0,33500.0,69150.0,71272.0,77004.0,79107.0,76666.0,79269.0,77847.0,80648.0
2019,을지로3가,2호선,7908519,7862059,676858.0,668460.0,548596.0,542969.0,698993.0,694487.0,712741.0,706047.0,730439.0,726821.0,680754.0,677188.0,729582.0,741156.0,298325.0,301653.0,625177.0,620636.0,738684.0,726919.0,727739.0,717200.0,740631.0,738523.0
2019,을지로4가,2호선,4305668,4308980,365672.0,364795.0,296021.0,293279.0,378322.0,370577.0,374431.0,373985.0,389263.0,390252.0,365988.0,368326.0,386406.0,389815.0,159136.0,160602.0,339556.0,340410.0,420423.0,423828.0,411057.0,412525.0,419393.0,420586.0
2019,을지로입구,2호선,17467096,17327921,1484196.0,1474348.0,1235253.0,1217315.0,1561091.0,1542694.0,1567321.0,1558617.0,1584575.0,1578882.0,1488507.0,1480436.0,1573168.0,1583641.0,703105.0,689901.0,1394089.0,1385454.0,1601575.0,1576262.0,1587197.0,1575555.0,1687019.0,1664816.0
2019,이대,2호선,6887818,7295377,516588.0,537965.0,445684.0,469920.0,710414.0,754520.0,672893.0,713793.0,697247.0,740989.0,584292.0,620628.0,562215.0,591409.0,242125.0,253980.0,569688.0,607926.0,645561.0,688721.0,649453.0,692725.0,591658.0,622801.0
2019,잠실,2호선,29982061,28854096,2542064.0,2430069.0,2267489.0,2159904.0,2606394.0,2498294.0,2843572.0,2729292.0,2778810.0,2688842.0,2503331.0,2408426.0,2670637.0,2590657.0,1268163.0,1223725.0,2281605.0,2205975.0,2707113.0,2598463.0,2662783.0,2571285.0,2850100.0,2749164.0
2019,잠실나루,2호선,5574160,5428296,496065.0,478886.0,406270.0,392092.0,493308.0,478276.0,530565.0,519875.0,536055.0,521914.0,479275.0,468696.0,507801.0,493263.0,200985.0,196211.0,432136.0,423078.0,501726.0,492889.0,493380.0,480662.0,496594.0,482454.0
2019,종합운동장,2호선,4569322,5116371,294411.0,320766.0,242436.0,262911.0,429988.0,469958.0,429964.0,492445.0,531381.0,607676.0,443818.0,498673.0,438259.0,478972.0,211965.0,232797.0,374934.0,424377.0,521065.0,597019.0,316720.0,357674.0,334381.0,373103.0
2019,충정로,2호선,3772424,4011771,324947.0,343254.0,268375.0,283295.0,343399.0,367048.0,349626.0,373425.0,349904.0,372766.0,324397.0,344638.0,339861.0,358266.0,139101.0,146696.0,302068.0,320942.0,345260.0,368060.0,346538.0,371260.0,338948.0,362121.0
2019,한양대,2호선,3894443,4427298,241369.0,264185.0,188263.0,210673.0,405646.0,476095.0,421564.0,483560.0,418903.0,486277.0,343335.0,390380.0,273775.0,298903.0,101599.0,108859.0,348721.0,405861.0,395812.0,451038.0,414358.0,467699.0,341098.0,383768.0
2019,합정,2호선,11727733,12565630,1005643.0,1077509.0,850046.0,914287.0,1053359.0,1129895.0,1041143.0,1109100.0,1087239.0,1169412.0,1010505.0,1083817.0,1049690.0,1124506.0,472599.0,507276.0,925235.0,992557.0,1064960.0,1141194.0,1069902.0,1139512.0,1097412.0,1176565.0
2019,홍대입구,2호선,27856902,29931736,2397047.0,2548390.0,2158436.0,2314778.0,2592062.0,2757372.0,2411899.0,2566466.0,2605822.0,2799017.0,2392134.0,2571095.0,2442308.0,2641903.0,1174437.0,1282312.0,2158572.0,2326206.0,2448763.0,2647881.0,2423178.0,2609446.0,2652244.0,2866870.0
2019,가락시장,3호선,3445395,3354413,303500.0,294860.0,248012.0,240385.0,311281.0,303242.0,317574.0,309499.0,318676.0,309604.0,294206.0,284913.0,304182.0,294037.0,126685.0,121621.0,271440.0,266233.0,310225.0,303047.0,314136.0,308475.0,325478.0,318497.0
2019,경복궁,3호선,9064659,9113345,702625.0,710978.0,593148.0,603830.0,790753.0,799096.0,833518.0,841871.0,895331.0,907269.0,748927.0,761034.0,732434.0,742004.0,324093.0,326557.0,738219.0,750004.0,1000417.0,977372.0,890211.0,880314.0,814983.0,813016.0
2019,경찰병원,3호선,2660210,2642846,235216.0,235205.0,190724.0,189543.0,240071.0,238580.0,242868.0,241266.0,244858.0,243396.0,225662.0,224127.0,240856.0,237900.0,99896.0,99152.0,211602.0,211481.0,241471.0,239652.0,241961.0,239395.0,245025.0,243149.0
2019,고속터미널,3호선,21350451,20408432,1813052.0,1728533.0,1694875.0,1625999.0,1932898.0,1830288.0,1818657.0,1730903.0,1991211.0,1889637.0,1834858.0,1743810.0,1860935.0,1767741.0,942080.0,898091.0,1734104.0,1670219.0,1832368.0,1754834.0,1891040.0,1841146.0,2004373.0,1927231.0
2019,교대,3호선,5147783,3349692,433393.0,285694.0,342246.0,226128.0,466623.0,308696.0,475590.0,316215.0,475124.0,314898.0,434172.0,285616.0,466451.0,305107.0,180618.0,118170.0,422015.0,267888.0,525034.0,330156.0,465319.0,298652.0,461198.0,292472.0
2019,구파발,3호선,7655277,7182613,600874.0,556589.0,517429.0,482473.0,657915.0,614673.0,689392.0,641414.0,727897.0,685551.0,668935.0,632261.0,698160.0,655479.0,307995.0,295127.0,630117.0,595331.0,719977.0,676983.0,714744.0,669857.0,721842.0,676875.0
2019,금호,3호선,3031159,2791103,258010.0,239335.0,219849.0,203132.0,275134.0,253153.0,278526.0,256884.0,285180.0,261526.0,262399.0,240532.0,271971.0,247733.0,115304.0,105832.0,244236.0,225684.0,273992.0,252819.0,271475.0,251012.0,275083.0,253461.0
2019,남부터미널,3호선,11972967,12236040,1057581.0,1080081.0,921885.0,942743.0,1117264.0,1145190.0,1071397.0,1094400.0,1097278.0,1121710.0,1011510.0,1036938.0,1058555.0,1087009.0,471057.0,480694.0,962728.0,980696.0,1054611.0,1068585.0,1075988.0,1099579.0,1073113.0,1098415.0
2019,녹번,3호선,4898234,4270081,394727.0,344747.0,338036.0,295256.0,444736.0,389189.0,451294.0,394228.0,471906.0,408598.0,426082.0,368625.0,440713.0,378057.0,182862.0,157557.0,393697.0,345212.0,451274.0,397251.0,451846.0,396431.0,451061.0,394930.0
2019,대청,3호선,3567016,3211215,289306.0,261323.0,245040.0,221678.0,322620.0,290940.0,331112.0,298353.0,332767.0,299924.0,306348.0,275162.0,329358.0,293087.0,131710.0,117031.0,287901.0,259293.0,322012.0,289938.0,333695.0,300888.0,335147.0,303598.0
2019,대치,3호선,4364736,4199849,380065.0,363609.0,319908.0,305884.0,398289.0,383308.0,383021.0,372026.0,403650.0,389634.0,370611.0,354412.0,400992.0,384236.0,183745.0,169884.0,361140.0,344687.0,397949.0,386046.0,396672.0,387557.0,368694.0,358566.0
2019,도곡,3호선,2000347,2010073,169529.0,168786.0,137813.0,137589.0,181137.0,181391.0,191093.0,191702.0,188636.0,188955.0,169598.0,172214.0,175906.0,178181.0,68860.0,70763.0,156920.0,157302.0,185108.0,184226.0,188377.0,189273.0,187370.0,189691.0
2019,독립문,3호선,3036866,3121417,232516.0,238553.0,209854.0,214496.0,298421.0,314672.0,280098.0,293651.0,297107.0,309430.0,261854.0,268774.0,258716.0,258754.0,126766.0,125708.0,251831.0,255663.0,287217.0,293250.0,269305.0,278112.0,263181.0,270354.0
2019,동대입구,3호선,4101946,4613721,300831.0,328696.0,249139.0,275903.0,384681.0,437443.0,418622.0,479852.0,414317.0,476116.0,346370.0,389295.0,317664.0,347926.0,139641.0,153189.0,353463.0,397063.0,388188.0,442789.0,425254.0,477650.0,363776.0,407799.0
2019,매봉,3호선,3923888,3739032,341040.0,325160.0,274375.0,261246.0,351847.0,333510.0,368717.0,351203.0,363637.0,345319.0,334353.0,318490.0,360261.0,345131.0,141648.0,135710.0,308062.0,293289.0,357734.0,340819.0,359006.0,341948.0,363208.0,347207.0
2019,무악재,3호선,1430624,1473529,116941.0,118173.0,100309.0,101582.0,129298.0,135305.0,132376.0,137969.0,134559.0,140371.0,124076.0,127294.0,130096.0,129131.0,54662.0,55853.0,115758.0,121435.0,131493.0,137477.0,130261.0,135291.0,130795.0,133648.0
2019,불광,3호선,6537391,7160503,554888.0,605829.0,477981.0,524088.0,607502.0,664987.0,602192.0,657508.0,619073.0,680390.0,570416.0,629341.0,582522.0,635826.0,251796.0,277334.0,524451.0,573164.0,587107.0,644420.0,581257.0,635700.0,578206.0,631916.0
2019,수서,3호선,6517682,6455177,551390.0,546799.0,467803.0,465095.0,586833.0,578872.0,591582.0,582653.0,602614.0,594306.0,559374.0,553274.0,576413.0,567941.0,246104.0,244164.0,527299.0,523913.0,591208.0,588592.0,608718.0,603606.0,608344.0,605962.0
2019,신사,3호선,11358045,12219630,1011858.0,1081114.0,845801.0,903352.0,1022284.0,1090954.0,1004190.0,1072963.0,1049255.0,1129262.0,974218.0,1048836.0,1039631.0,1127599.0,456414.0,493627.0,873485.0,945005.0,1000952.0,1084380.0,1015990.0,1092674.0,1063967.0,1149864.0
2019,안국,3호선,8663849,9111055,674616.0,699917.0,581041.0,601210.0,773975.0,809843.0,814148.0,850234.0,824283.0,865987.0,721369.0,762252.0,743061.0,783891.0,324926.0,341564.0,693741.0,730807.0,868393.0,910448.0,842751.0,898806.0,801545.0,856096.0
2019,압구정,3호선,11568639,12492524,1015081.0,1103414.0,839000.0,906992.0,1039301.0,1121014.0,1029874.0,1117747.0,1040828.0,1127133.0,992784.0,1066587.0,1057495.0,1143684.0,446138.0,476540.0,912399.0,981198.0,1048701.0,1130430.0,1048487.0,1130258.0,1098551.0,1187527.0
2019,약수,3호선,4992537,4830070,426032.0,412141.0,360847.0,347945.0,458557.0,444726.0,459835.0,445969.0,470266.0,454077.0,431930.0,417193.0,448465.0,432685.0,187965.0,181398.0,396714.0,383633.0,450496.0,437797.0,448218.0,435166.0,453212.0,437340.0
2019,양재,3호선,13891938,14954792,1207840.0,1290882.0,977455.0,1043522.0,1271429.0,1357410.0,1301917.0,1393375.0,1287238.0,1389386.0,1175690.0,1275053.0,1229955.0,1338669.0,492404.0,536305.0,1083778.0,1170483.0,1274861.0,1372607.0,1297771.0,1391283.0,1291600.0,1395817.0
2019,연신내,3호선,14559084,13775012,1238190.0,1181372.0,1062717.0,1020039.0,1330045.0,1262628.0,1325948.0,1253538.0,1370279.0,1297808.0,1268794.0,1193106.0,1303177.0,1219880.0,564579.0,532832.0,1165359.0,1099120.0,1307730.0,1234693.0,1294104.0,1222091.0,1328162.0,1257905.0
2019,오금,3호선,2330253,2070091,201468.0,179730.0,165583.0,148369.0,213050.0,190677.0,216423.0,193315.0,216347.0,192872.0,198329.0,176760.0,208032.0,183013.0,85498.0,75093.0,188938.0,167507.0,212862.0,189422.0,212375.0,187569.0,211348.0,185764.0
2019,옥수,3호선,3504425,3604810,293194.0,303276.0,250656.0,259192.0,316813.0,329953.0,320044.0,330019.0,332348.0,340778.0,307868.0,316098.0,314866.0,322337.0,133231.0,137728.0,282589.0,289772.0,321996.0,328673.0,316309.0,324284.0,314511.0,322700.0
2019,을지로3가,3호선,3788095,3981984,320123.0,342129.0,259349.0,276114.0,336039.0,346988.0,341236.0,354023.0,349121.0,369308.0,321359.0,340435.0,347655.0,371884.0,143201.0,150684.0,298504.0,310262.0,359089.0,375065.0,351513.0,366960.0,360906.0,378132.0
2019,일원,3호선,3430485,3464688,284980.0,290445.0,233916.0,237201.0,303766.0,308108.0,318238.0,321029.0,321952.0,324244.0,293532.0,297703.0,313887.0,320249.0,125398.0,128640.0,276555.0,280024.0,316453.0,316533.0,322774.0,322333.0,319034.0,318179.0
2019,잠원,3호선,2264470,2167875,186832.0,180130.0,156727.0,149911.0,201523.0,194212.0,208413.0,200110.0,216413.0,206537.0,196270.0,187563.0,203701.0,193656.0,83257.0,79937.0,180901.0,173369.0,212767.0,204284.0,208997.0,200026.0,208669.0,198140.0
2019,종로3가,3호선,3802442,4880524,341239.0,448981.0,284839.0,381763.0,344919.0,442978.0,347197.0,437642.0,353711.0,452208.0,325128.0,421167.0,343853.0,440864.0,143180.0,187053.0,292550.0,369947.0,343136.0,430268.0,335689.0,419187.0,347001.0,448466.0
2019,지축,3호선,474275,512813,33400.0,38450.0,28824.0,32739.0,38642.0,43696.0,41552.0,46711.0,45084.0,48699.0,41242.0,44817.0,41577.0,44854.0,17043.0,17990.0,39170.0,41394.0,48046.0,49922.0,46198.0,47927.0,53497.0,55614.0
2019,충무로,3호선,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
2019,학여울,3호선,970676,990544,76176.0,76388.0,59848.0,60853.0,95426.0,99799.0,103387.0,107337.0,94624.0,94994.0,80774.0,82626.0,84446.0,84778.0,30669.0,30689.0,71639.0,72975.0,72492.0,73889.0,96467.0,99494.0,104728.0,106722.0
